ID,Review,Address
3080001,I had a great time doing this pheasant hunt and afterwards ate Pheasant Shabu Shabu. However there were some struggles in doing this trip which first of all - you must schedule an appointment with them at least 2 days prior to the day that you want to hunt it's quite pricey compared to other hunting opportunities that I've done (make sure you have a friend or you'll get charged the minimum of 2 people) it cannot rain a lot nor be really windy on the day of your hunt and lastly you have to at least have someone who speaks Korean well to get it scheduled. This last aspect is very important almost everywhere in Jeju as the people don't speak other languages - kind of like when my friend and I went fishing and scuba diving elsewhere on the island.So what happens on the day of the hunt? Well make sure you bring your passport and money to get the initial part out of the way. After that you start off with some shotgun practice (if you've never shot before then at least you get some warming up) then you jump on an ATV where you'll cruise to the hunting grounds and then head off to an area where it's setup like a Pheasant tower shoot except it's on the ground. I originally thought that we would have a hunting dog and walk around tracking down pheasants but that was not the case. They said that only happens during November-February when it's not hot. The shooting was very quick and we got all of our pheasants easily since I've hunted before and my friend and I have shotgunned before. Bring earplugs to the hunting grounds! They didn't provide any and I had a feeling that they wouldn't.Once we were done we took the ATVs back and went into the restaurant where they had everything setup for us minus the pheasant meat which they had to process. After boiling the broth for several minutes the meat came out and our server explained how to cook the meat which was great. You cannot beat fresh meat served to the dinner table like we did! It was so good that we skipped dinner because we ate a lot!Overall though I enjoyed it a lot because I was with my friend who had never hunted before. You must understand that there are a lot of people locals and tourists on the island of Jeju so it's not exactly the most open area out there for the best hunting and/or shooting opportunities available. They don't really openly market towards foreigners to show up but if more clients did show up then maybe they make some changes for the positive side. Pigs? Deer? Never know.This is a good place to take friends to enjoy something different especially for those who have never shot guns nor hunted before.,제주특별자치도 서귀포시 상예동 144
3080002,Daeyu Land offers skeet shooting and  quail hunting.   We went so my husband could try skeet shooting.   The location is at a gun club and has beautiful scenery.  For 35.00 you get a gun and 16 shots.   Unfortunately the shots only last about 10 minutes so a rather expensive activity.  It's easy to find off the main highway 1132.,제주특별자치도 서귀포시 상예동 144
3080003,"Pheasant shabu shabu was surprisingly delicious and cooked very quickly.  Everyone said ""it taste like chicken"".",제주특별자치도 서귀포시 상예동 144
3080004,It cost 30+ thousand won for 12 clay shoots. There are also pistol shoots and ATV rides as well. The prices are really steep and we decided to give them a miss.,제주특별자치도 서귀포시 상예동 144
3080005,Husband and mate returned there 3 days in a row!!... You get skeet shooting but also real pheasant hunting.... they got 6 birds and invited the wives down to join them for lunch of shabu shabu with the pheasants they caught!!!  Nom Nom Nom,제주특별자치도 서귀포시 상예동 144
3080006,"My husband and I had an absolutely fabulous day pheasant hunting at the Daeyoo Hunting Preserve on Jeju Island in South Korea and then an excellent meal of (our) pheasant sashimi roast pheasant etc. washed down with wine at their excellent pheasant restaurant! Daeyooland also has lovely gardens a charming helpful staff and great coffee!We hunted with a guide and his trusty dog walking for miles thru the beautiful countryside... and my husband did get us a pheasant! We also got to shoot skeet (and they have ATVing as well). My husband had hunted on Jeju many years ago when he was in the US Army and stationed in Korea and I wanted to take him ""home"" and go hunting with him- and tourists can hunt at Daeyooland! As their website is only in Korean our concierge at the JW Marriott in Seoul (an EXCELLENT hotel which I've also reviewed) was kind enough to help make the arrangements for us. We flew to Jeju Island for the day went hunting and then walked around downtown Jeju going to museums and some of the historic markets (there are 22!) buying and eating those famous Jeju oranges! Then we flew back to Seoul in the evening having had  a GREAT day!",제주특별자치도 서귀포시 상예동 144
3090001,"I took the PADI Open water diving course with Good Diver.
I am contend with the service they provided and thinking of getting my Advanced Openwater diver license with Gooddiver next month.
It was an amazing experience.
I felt comfortable during the whole course and could enjoy my first diving experience 100%.
All the instructors were so patient that they made sure I was fully ready to descend and start the journey.
I am so looking forward to diving again!",제주특별자치도 서귀포시 중산간서로 41
3090002,"On month of June 2019 I booked 4 logs on 2 days dive plan. I went to Jeju for solo travel from Jakarta-Indonesia.

Really appreciated all of GD expert Dive Masters who really assisted me to adapt on Korea water harsh condition.

Even during strong currents the DMs assisted us to enjoy the dive itself it's amazing for me really excellent DMs service in the world !

If you have any plan to dive at Jeju-Korea we welcome you to the best DC in Jeju is Good Diver Jeju.

Bravo GD Jeju ??????????????",제주특별자치도 서귀포시 중산간서로 41
3090003,I took the PADI Open Water Diver course at Good Diver. Fast response on requests taken care of reservations and formalities everyday pick up nice dinner great English Instructors (even some German ;-)) and above all great diving at different sites! If you are a foreigner (or not) this is the place to go for diving in Korea.,제주특별자치도 서귀포시 중산간서로 41
3090004,"Excellent experience. Good Diver was able to hook me up with an American speaking ""buddy"". She was very helpful and even though it was 2 years since my certification she helped me thru the process and was very patient on my dives.",제주특별자치도 서귀포시 중산간서로 41
3090005,My husband and I were visiting Jeju mid-August. A week before our trip I searched online for a dive experience and found Good Dive. My husband and I live in China and had no way of contacting the center by phone so good thing they had an email address on tripadvisor. I emailed…,제주특별자치도 서귀포시 중산간서로 41
3090006,"I went traveling to Jeju from Shanghai and my friend helped me booked the Discovery diving trip at good diver. We chose this dive shop because it's PADI certified and the location is convenient. And they have English website with very useful information compared with many local dive shops with information only in Korean.

It was such an amazing experience doing discovery dive with them and it went beyond what I expected. I felt I was in good hand because the instructor was very experienced and he knew how to make beginner at ease with a good sense of humor. His calm and caring presence also helped a lot.

Traveling and diving at Mun island which is a small island to the south of Jeju in the morning is a very refreshing experience. The scenery is beautiful and we saw a good amount of soft coral and school of fishes. Jen another instructor is also very helpful and it was fun chatting with her along the way. She gave me a ride and dropped me off at a local restaurant for lunch and the pork noodle she recommended was very delicious.",제주특별자치도 서귀포시 중산간서로 41
3090007,Did 2 tank dive lots of soft coral. Instructors spoke good English. Was safe and well trained. Gear was good too. Highly recommend if looking for a fun dive.,제주특별자치도 서귀포시 중산간서로 41
3150001,Staff were so kind and taught me in detail so that I could surf well. I took lessons three times here during the trip in Jeju and couldn't calm down as my current surfing skills leveled up. It was a totally exiting memory.,제주특별자치도 서귀포시 색달 중앙로 60 제주배럴서핑스쿨
3160001,I visited here to experience the power of the waves as well as Korea's first surfing spot. As expected there were many people because it was a famous place but there were so many tourist attractions nearby that I could stay in nearby accommodations and experience various things. I was not good at surfing so I couldn't figure out when the waves were strong. However I was exiting bout surfing bcuz the instructor gave me delicate care so that I could safely surf. Their board was purple color and I liked it because it was the symbol color of BTS. Right after surfing I could enjoy a freezing beer at the marvelous pub at the entrance of the beach.,제주특별자치도 서귀포시 중문동 2072-11
3210001,"Dec 2019
My husband and I (in our 40s) went on a free & easy to Jeju Island in Dec 2019 and engaged Mr Kim Choong Kun for 4 days from 14th to 17th. We touch base with him via what's app and listed the activities & food we wished to try and places of interest we wished to visit prior to our travelling. He could text in English converse in Mandarin & English. He planned our itinerary in an organised manner which ensured travelling time efficiency. He did such a good job in planning our itinerary that we could visit so many places of interest plus completing all our intended activities such as horse riding shooting Go karting and catching a NANTA show. Mr Kim not only drives us to destinations he was knowledgable and could enlighten us with historic information to the various places of interest. This was a big bonus to us as he served as a good tour guide and doubled up in helping us take photographs. He brought us to places for meals which are patronised by locals (not touristy places) for instance we had a yummy authentic ginseng chicken soup pork knuckles sashimi and other Korean local dishes. If you are willing he is able to join in for meals and personally we liked the arrangement as he was able to communicate on our behalf when placing ordersand even suggested to us which food goes well with which sauces. His sensitivity and personality made dining together very comfortable. He is patient and accommodating to our preferences and needs. He is friendly and we enjoyed conversations with him along our rides. He is also sensitive hence for travellers who are introverts I am sure he is able to gauge his involvement in conversations accordingly. He definitely made our stay in Jeju enjoyable and memorable.
These are his info/ contact: Mr Kim Choong Kun
Taxi licence plate: 2984
+82-10-63425688
Highly recommended. Good Value.",제주특별자치도 제주 백포남길 11-1
3240001,I really didn’t know what to expect but the show was very entertaining! Never a dull moment... Enjoyable for the entire family!,제주특별자치도 제주시 선돌목동길 56-26
3270001,You would probably need 30 minutes here only. The purchased goods can only be collected at the airport which may create more hassle and uncertainties if you have a very early flight.,제주특별자치도 서귀포시 중문관광로 224 제주국제컨벤션센터 1층
3270002,JTO Duty Free is situated at the southern city of Seogwipo. 50 minutes from Jeju city. Worth to go if you are nearby if you have limited time. The duty free shop at Jeju city and airport is better. This place has limited selections and occupy only a relatively small area in the ICC conference center.,제주특별자치도 서귀포시 중문관광로 224 제주국제컨벤션센터 1층
3270003,Few Korean brands only saw sum37 & o hui. Popular brands like Laneige Iope Hera Sulwhaso Innisfree were all not there! Etude house tony moly and a few others had small counters with limited items available mostly facial masks in bulk packs. 70% of the other counters are non-Korean brands like SK2 Biotherm Lancome Clinque etc. Personally preferred Lotte Duty Free or Shilla Duty Free at Jeju city with a wider variety of brand options & more discounts and attractive freebies.,제주특별자치도 서귀포시 중문관광로 224 제주국제컨벤션센터 1층
3290001,Our girls love horses and wanted to go horse riding so we came out to Horseland. This attraction is however is very expensive and poor value for money. It says that it has deers and horses but we saw no deers. The facilities are very rundown and not maintained. There is so much that could be done to upgrade and improve this place. Disappointing experience.,제주특별자치도 제주시 1100로 2659
3310001,We had a great night out with TeamK's pub crawl! The bars we went to were really fun and we met lots of local Koreans and Foreigners living on the island! Having the pub crawl sticker was great fun and allowed us to talk with other travellers easily! Thank you to TeamK for the good times!!,제주특별자치도 제주시 조천읍 북촌13길 23
3330001,"I took buses from central of jeju to this area for fishing trip it takes about 1 hours with 2 buses wait time for buses quite long ~30m.
Bus driver and local residents are friendly dry squid is delicious and cheap. 4k - 6k won per squid (depend upon the size) you can ask them to grill and enjoy. I love this quite place and people",제주특별자치도 제주시 한경면 노을해안로 1163 차귀도관광휴게소
3330002,We had a driver there who was very helpful although he was not speaking english but we used gestures and google translate to chat. He took us to the beach and we rented a boat for half an hour it was nice great and the kids were very happy although there was not much to do just sight seeing.,제주특별자치도 제주시 한경면 노을해안로 1164 차귀도관광휴게소
3350001,With Snoopy Garden’s steep entrance fee it initially didn’t make my itinerary. But the good reviews were consistent and friends also highly recommended the Charles Schulz’s Peanuts themed museum and garden. The indoor museum part was the highlight for me which had explanations about every main Peanuts character and several comic clips that span over Schulz’s 50 years of drawing them. The old newspaper clippings old toys and old books were also cool to look at. There are dozens of great photo spots which can create some major bottlenecks on crowded days. The garden had about half a dozen themed areas (including my favorite Charlie Brown’s baseball field) that are pretty vast and would have been a lot more pleasant to walk around in cooler weather. We skipped the cafe that charged a criminal 8500 won for a lemonade. I’m not sure that the high price of admission is justified but this is a well maintained attraction(which is refreshing considering the high number of run down museums and small theme parks in Jeju) and the quality of the displays are of superb quality. Adults and children both also fans and non-fans of Peanuts both would enjoy the visit here.,제주특별자치도 제주시 구좌읍 금백조로 930
3390001,"Listen this place no longer exists. It went out of business and a kids play company has taken its place.

This listing should not longer be active. DO NOT TRY AND FIND IT IT DOES NOT EXIST!",제주특별자치도 제주시 삼무로 9
3440001,Just got back from Jeju and was talked into doing another submarine tour. I did one near the Ilchulbong Peak and wasn't keen on another one. But this tour was a bit longer and had more marine life. I recommend this tour and also in the same town you can go out in a boat for sightseeing or fishing cheaply.,제주특별자치도 제주시 한경면 노을해안로 1143 2층
3450001,"Great day tour at small price with small group
We did the east course tour. There were eight passengers plus one driver in a car for nine persons (i.e. very small). The driver was very friendly. He gave us some basic explanations but apart from that we were on our own (as advertised I have to say). We were sometimes in a rush but overall we saw a lot and appreciated it. There is lunch included. We liked the tour.",제주특별자치도 제주시 애월읍 신엄리 881-5번지
3460001,"This being my first time in Jeju Island it was an unforgettable experience riding around the circumference of the island. The view of the ocean was breathtaking and being on a bicycle allowed me to experience the island in a very tangible way.

Honestly it was physically very challenging for me. The first day we were riding wasn’t so bad but on the second day the path was constantly switching between big uphills and big downhills. On the third day it was pouring rain and the winds were so strong! But even though it was hard this experience was very empowering.",제주특별자치도 제주 용문로 26-3
3500001,In my opinion I?셶e been to probably a dozen saunas/jimjilbangs in Korea so I think I have a decent base to compare this place up against. It doesn?셳 deserve to be a special tourist destination. Pros: it?셲 clean. Workers are friendly enough (at least compared to Seoul/mainland). They also have large size clothing (at some jimjilbangs they?셶e given me mens clothing!) and the shirt had slight stretch. The shorts were the typical hideous length you know the kind that stop right at the thickest part of your leg. Cons: they nickel and dime everything. When I went they said it was ??000 but then they wanted another ??000. I wanted a massage and I didn?셳 want to do the jimjilbang. I just wanted to go to the sauna and soak in the tubs and get a massage. The worker said they only did massages in the jimjilbang area so I had to rent the clothes too. I go down and they did have massages in the sauna but it was more than a two hour wait!!! There are two cold tubs two hot to medium and 2-3 steam and dry saunas. I had to wait for a shower. Of course I was cut in line while waiting for a shower but that?셲 just typical to Korea not this place in particular. The showers only have plain bar soap. No shampoo body wash or conditioner. I went down to the basement area where there was a separate massage area but nobody was there and no workers came to assist me when I just stood there obviously waiting.The cherry on top is when I gave up and went to blow dry my hair they charge 100 won for two minutes. That means I?셝 have to pay about $2usd to dry my hair as it?셲 long and takes forever. I only had one coin so I was able to blow dry my hair approximately 10% dry. I had to walk 30 minutes back to my hotel in the freezing cold and wind. I?셫 100% sure I?셪l be waking up sick tomorrow. Conclusion: I guess it?셲 ok if you?셱e in desperate need of a place to sleep. Bring coins and go early if you plan on getting any body work done in the scrubbing area.,제주특별자치도 제주 서해안로 630
3500002,We got rained out on our trip to Jeju and decided to hit the spa. It's Korean style Jimjilbang so be aware it's not like a Western spa. You can still get a massage if you want but the highlight is soaking in the various pools of many temperatures. Apparently you can sleep there for cheap too if you need a quick crash pad. Read more at by blog: Gallivantrix dot com.,제주특별자치도 제주 서해안로 630
3500003,There are lockers for you to keep your bags in. You have to change and shower in the gender-designated shower areas before you put your spa outfits (shorts and a shirt) on and head to the sauna area (where both men and women are). Try the steam and sauna rooms for a good sweat (you can bring your phones in if you want to listen to music). Be prepared for crowds of tourist though as this seems to be a popular stop for large tour groups.,제주특별자치도 제주 서해안로 630
3500004,If you just wan to spend for few hours while waiting for your flight. Here the good place. Entrance 8000KRW.  A small area block up for your big luggage you will have locker for your shoe. Once you enter inside you will find a long locker to store your belonging. It can fit in a small backpack.  Take a spa relax and rejuvenate before go for rest room. There are a lot ppl go there for overnight stay even it is weekday perhaps just their culture. The living hall area and sleep place rather to say it's hot I will say is steaming. If you kind of person can't stay for hot this might not be a good place to sleep for you unless you are very tired. You can take blanket from the counter you pay for your entrance fee. Where the pillow just look it from any empty room,제주특별자치도 제주 서해안로 630
3500005,"If you've never been to a Korean public bath then there are some things you should know. First go in and pay - currently it's 6000 Won for the baths (segregated by gender) and 8000 Won for both the bathes and the ""jimjilbang"" (which is a unisex area filled with different hot rooms to enjoy a sweat lodge style experience). You can stay as long as you want and even sleep there. I would never suggest doing so however since even though this is a standard option for most Korean baths and they are arguably the cheapest place to sleep in Korea they are also loud sometimes crowded and generally pretty damned uncomfortable for sleeping. You will be given a set of shorts and a shirt. If you are large like me you can expect to have to cram yourself into them. Use the key provided to find a locker in your respective undressing area. Don't worry even though it doesn't seem like you should be naked in this area it's okay.From here you will go into the showering/bathing area. DO NOT get into any of the pools without first scrubbing yourself down. Soap is provided as well as some abrasive washcloths but you will need your own shampoo which you can buy in the changing area. Once you are clean you can enjoy a variety of different temperature pools and sauna options ranging from the almost freezing to the almost boiling. After you are finished soaking you can either shower again and leave or put on the shorts provided and go to the jimjilbang common area. Here you will find several different hot rooms including a traditional mud hut style outside that looks like a giant wasps nest. Some of these rooms are intense so work your way up to the higher temperatures don't stay in for too long and remember to drink lots of water. Food and beverages will be available in the common area so remember to stash some cash in your shorts before going to the jimjilbang. You can also relax on the floors in the common area watching some bad TV or just snooze. There are a few other nooks and crannies you can explore but this is a basic sketch of what you can expect. Once you're done at the jimjilbang you can go back for another shower and soak dry off enjoy some complimentary personal hygiene products (although I urge caution with their aftershave) get dressed and go home.  Yongduamhaesu Land is a decent example of a Korean bath. It's fairly clean and has some nice facilities. It's also pretty busy so expect high volumes of people especially tourists. Oh and for all you ""foreigners"" out there of non-Asian decent please expect an awkward amount of interest in your body especially those regions that you'd rather not have a room full of Koreans staring at. I know this is weird and to be perfectly blunt I wish they could be more circumspect with their curiosity but they don't really mean any harm. It's an unspoken obsession amongst humans - particularly men and especially Korean men - to compare genitals. Koreans just tend to be more obvious about it in ways that might signal either sexual interest or a punch in the mouth in non-Korean cultures. Have patience.",제주특별자치도 제주 서해안로 630
3500006,T shirt provided had a slight stench. The baths were ok and the saunas were fine. Sleeping room felt stuffy and it was quite impossible to get decent sleep as there were too many young people walking around and talking in groups. The charging points were all taken up so it was almost impossible to charge the mobile phone.,제주특별자치도 제주 서해안로 630
3500007,I went there at night and there was this huge spotlight shining on the rock itself. Not a good place for the elderly people as climbing up and down that narrow staircase is a hassle.,제주특별자치도 제주 서해안로 630
3550001,"The bartender look down on you and he is very cocky.
Also very poor service I asked for no rock and he puts rock in my glass with whiskey and he told me that that is what I ordered.

I would not recommend this place to anyone around the world",제주특별자치도 제주 노연로 80
3570001,"Made plans to visit Jeju based on the availability of rentals at Olle. I am an AVID kayaker and this seemed like a good stop. Called 2 weeks in advance of my trip and confirmed that rentals would be available. 2 days before departure called again to confirm dates. Owner said rentals not available. When referencing the previous call the owner became hostile and extremely rude.

He said we should take our business elsewhere.

I will be and I suggest you do too.",제주특별자치도 제주시 한림읍 귀덕리 1016
