ID,REVIEW,ADDRESS
1210001,차를 타고 우도를 돌다보면 나오는 산호해변입니다. 일반적인 해변과 다르게 오밀조밀한 흰색 산호가 인상적인 곳! 물도 진짜 에메랄드 빛입니다. 꼭꼭 들러 보세요.,제주 제주시 우도면 연평리 2565
1210002,"우도 선착장에서 차로 5분도 안되는 매우 가까운 거리에 있으며, 해안길을 따라 산책겸 걸어가도 그다지 멀지 않은 곳에 있습니다.이 해수욕장은 모래가 아니고 산호 조각으로 해변이 이루어져 있어 색다른 풍경을 선사하는 장소입니다. 그래서 서빈백사라고도 불린다고 합니다. 하얀 해변과 파란 바다의 조화가 너무 아름답습니다.주변에 상점이 몇곳있어서 먹으면서 산책하기도 좋은 곳입니다. 우도에 가신다면 꼭 들러보세요.",제주 제주시 우도면 연평리 2565
1220001,유일한 단점인 가는 길. 고불고불 하고 돌길이라 타이어 펑크날까 조심조심 가야해요ㅠㅠ 목장에서 파는 우유 요구르트 너무너무 맛있어요.. 아이스크림도 짱이고 체험도 진짜 재미있었어요 기억에 오래오래 남을듯 !,제주특별자치도 제주시 첨단동길 160-20
1220002,"가족들과 함께 하는 6월말 제주도 여행 중에 오전에 아침미소목장을 방문하였습니다덥지만 날씨가 맑아서 좋았던 거 같아요기본적으로 카페가 있고, 송아지들에게 우유를 줄 수 있는 체험존 그리고들판(?) 느낌의 너른 잔디밭과 목장, 예쁜 사진을 위한 포인트존 등이 있어요우선 송아지에게 우유를 주는 체험 학습존은 매우 좋았어요4살 아이라 조금 겁내기는 했지만 책 속에서만 보던 송아지를 보고직접 우유를 주는 체험은 재밌게 했어요카페에는 송아지에게 주는 우유를 비롯하여 치즈나 요구르트 같은 유제품 그리고커피 등을 판매하고 있습니다젖소들이 뛰어다니는 들판 느낌의 넓은 목장이 있어요 스팟 자체가 넓어서참 시원한 기분이 들어요사진 찍기도 좋았던 거 같아요!~ 군데군데 사진을 찍기 위한 장식물이랑 포인트 공간 등이 있어서 젖소들이 있는 목장과 하늘을 뒷배경으로 사진 찍기도 좋구요교통은 대중교통으로는 가기 어려울 듯 해요 가기를 원하면 렌트를 해야 할 거 같고6월말에 같은데 덥긴 했습니다참고로 오전 11시 전에 방문했는데 그 때는 입구 주차장이 한산했지만 정오가 지나니주차장이 꽉 찬 상태였습니다 공간 자체가 아주 넓은 편은 아니라 이동 포함해서는 반나절 정도, 목장은 한 시간에서 한 시간 반 정도 사진 찍고 체험하고 차 한 잔 마시기에 좋은 스팟 같아요사진찍기를 좋아하시는 분들은 가시면 후회는 없을 듯 합니다~",제주특별자치도 제주시 첨단동길 160-20
1230001,"It was at the end of Hamdeok beach. It is not too high and easy to walk. I loved the view from the hill and you can see hallasan from seoubong. If you are staying around Hamdeok beach, seoubong is a great place to see sunrise or sunset. I loved it!",제주 제주시 조천읍 조함해안로 525
1240001,"DRAMA WORLD is consist of DRAMA STUDIO, TEDDY BEAR and WEDDING PHOTO ZONE. Drama studio is an indoor exhibition hall with a floor area of 5,000 square meters. Drama studio is actual TV drama studio and restored studio in KOREA, USA and EUROPE, in which the visitors can experience all costumes and accessories for free(except HANBOK, Wedding dress). Our exhibition is consist of town(street) studio and interior studio. Our exhibition is consist of Korean studio(K-DRAMA) and World studio(USA,EUROPE DRAMA). Visitors of all age groups can experience KOREA culture, Western(USA) culture and The Middle ages(EUROPE) culture through DRAMA STUDIO. We are the first experiment-type drama studio in Korea where the visitors wear the costumes and use the articles to be the main character in dramas. ※ Now, World Studio is consist of TEDDY BEAR EXHIBITION and WEDDING PHOTO ZONE with a background of Western and The Middle ages studio. Collaboration between DRAMA WORLD and TEDDY BEAR. TEDDY BEAR Exhibition Hall’s floor area is about 1,000 square meters. At DRAMA WORLD, visitors can see TEDDY BEAR, which produced scenes in drama of Korea, USA and Europe. Visitors can easily understand the scene of drama. Because the text(Chinese, English, Korean)is placed in each display of TEDDY BEAR. Visitors can take a picture with man-sized TEDDY BEAR using props and wearing costume for free. Visitors can learn about the Self-Wedding culture of Korea through the Wedding photo zone with a background of drama studio. Visitors can take a picture in wedding photo zone on studio of the Western Age in USA, the Middle Ages in Europe and Korea’s drama. In each Wedding photo zone, wedding accessories are placed. And they are available for free.",제주특별자치도 제주시 애월읍 봉성리 4556
1240002,"The museum was so awful and pathetic, smell dust and you can meet creepy and gloomy teddybear inside. We had lots of fun with my friends because we decided to laugh at the situation instead of being angry for spending 9000 wons at this place... Please note that if you want to wear drama disguise you'll be charge 5000 wons more...",제주특별자치도 제주시 애월읍 봉성리 4556
1240003,"So I read some idiot blog somewhere that said this place was apparently fun. What an idiot. NO. JUST NO.A bloody waste of 9000won is what this place is. It's extremely rundown. Smells like cat pee EVERYWHERE, especially all over the 1st floor. All the ""studio sets"" are not well maintained and look old and disgusting. What's worse... the moment you walk in, there's a set with a noose & wooden chair... IF you notice my photo, the tiles there are broken and the set is elevated.. imagine walking towards the noose only to have your feet sink into the the set, aka feeling like you're falling through the tiles. They have free clothes and hanbok for you to try and pose in. BUT... like everything else in this place... it's old and... i dont even know when any of the clothes were last washed. Remember, the whole place smells like cat pee. It's 2 floors of rundown studio sets... they even have signs saying ""please leave your shoes on"".IF you're looking to waste time and 9000won/person, go ahead. Visit this place. Just remember my voice saying ""I told you so"" when you walk into a cat pee smelling rundown area of studio sets and leave disappointed.",제주특별자치도 제주시 애월읍 봉성리 4556
1240004,"Wouldn't really recommend this place as i don't find it very interesting. Think it's a very good idea (since Korean Dramas are so popular) but very bad execution. If you have the spare time, don't mind spending the money, you are nearby and you loveeeeee korean drama, maybe you can consider coming.. else, don't waste your time here.Full review: http://wanderer.summeree.com/travel/korea/jeju/drama-world/",제주특별자치도 제주시 애월읍 봉성리 4556
1250001,"Il faut vraiment être un connaisseur de l'histoire coréenne pour venir ici. Mais même sans l'être c'est intéressant, en particulier si on s’intéresse à la calligraphie chinoise. .L'accès est gratuit.Peu d'explication en anglais.",제주 서귀포시 대정읍 추사로 44
